Date,open,high,low,nifty,volume,turnover,Date
2017-10-18,10209.4,10236.45,10175.75,10210.85,262111790.0,13177.83,2017-10-18
2017-10-19,10210.35,10211.95,10123.35,10146.55,31086379.0,1685.16,2017-10-19
2017-10-23,10176.65,10224.15,10124.5,10184.85,224799211.0,12144.31,2017-10-23
2017-10-24,10218.55,10237.75,10182.4,10207.7,223914325.0,11539.73,2017-10-24
2017-10-25,10321.15,10340.55,10240.9,10295.35,612620774.0,25922.51,2017-10-25
2017-10-26,10291.8,10355.65,10271.85,10343.8,443036008.0,23135.46,2017-10-26
2017-10-27,10362.3,10366.15,10311.3,10323.05,322411410.0,15149.9,2017-10-27
2017-10-30,10353.85,10384.5,10344.3,10363.65,244193178.0,12558.7,2017-10-30
2017-10-31,10364.9,10367.7,10323.95,10335.3,239809700.0,12830.06,2017-10-31
2017-11-01,10390.35,10451.65,10383.05,10440.5,268270466.0,14206.21,2017-11-01
2017-11-02,10440.5,10453.0,10412.55,10423.8,207735021.0,10779.63,2017-11-02
2017-11-03,10461.55,10461.7,10403.6,10452.5,206101238.0,10070.83,2017-11-03
2017-11-06,10431.75,10490.45,10413.75,10451.8,199559409.0,10231.76,2017-11-06
2017-11-07,10477.15,10485.75,10340.8,10350.15,295830692.0,16182.46,2017-11-07
2017-11-08,10361.95,10384.25,10285.5,10303.15,282950322.0,14789.39,2017-11-08
2017-11-09,10358.65,10368.45,10266.95,10308.95,,,2017-11-09
2017-11-10,10304.35,10344.95,10254.1,10321.75,287962940.0,14682.6,2017-11-10
2017-11-14,10223.4,10248.0,10175.55,10186.6,314413476.0,15398.97,2017-11-14
2017-11-15,10171.95,10175.45,10094.0,10118.05,213836202.0,11609.18,2017-11-15
2017-11-16,10152.9,10232.25,10139.2,10214.75,188180035.0,9995.55,2017-11-16
2017-11-17,10324.55,10343.6,10268.05,10283.6,209592893.0,11023.35,2017-11-17
2017-11-20,10287.2,10309.85,10261.5,10298.75,,,2017-11-20
2017-11-21,10329.25,10358.7,10315.05,10326.9,,,2017-11-21
2017-11-22,10350.8,10368.7,10309.55,10342.3,,,2017-11-22
2017-11-23,10358.45,10374.3,10307.3,10348.75,157651842.0,8789.42,2017-11-23
2017-11-24,10366.8,10404.5,10362.25,10389.7,133177324.0,8197.66,2017-11-24
2017-11-27,10361.05,10407.15,10340.2,10399.55,146276512.0,7551.71,2017-11-27
2017-11-28,10387.9,10409.55,10355.2,10370.25,202050866.0,9979.25,2017-11-28
2017-11-29,10376.65,10392.95,10345.9,10361.3,157192930.0,8852.8,2017-11-29
2017-11-30,10332.7,10332.7,10211.25,10226.55,353105240.0,19005.56,2017-11-30
2017-12-01,10263.7,10272.7,10108.55,10121.8,147765528.0,8518.58,2017-12-01
2017-12-04,10175.05,10179.2,10095.7,10127.75,153240126.0,8458.66,2017-12-04
2017-12-05,10118.25,10147.95,10069.1,10118.25,160253042.0,8749.09,2017-12-05
2017-12-06,10088.8,10104.2,10033.35,10044.1,171208366.0,9598.82,2017-12-06
2017-12-07,10063.45,10182.65,10061.9,10166.7,171339022.0,9910.28,2017-12-07
2017-12-08,10198.45,10270.85,10195.25,10265.65,206234019.0,11468.15,2017-12-08
2017-12-11,10310.5,10329.2,10282.05,10322.25,152034656.0,8453.76,2017-12-11
2017-12-12,10324.9,10326.1,10230.2,10240.15,180546894.0,10380.24,2017-12-12
2017-12-13,10236.6,10296.55,10169.85,10192.95,187191964.0,10070.44,2017-12-13
2017-12-14,10229.3,10276.1,10141.55,10252.1,159103960.0,9549.23,2017-12-14
2017-12-15,10345.65,10373.1,10319.65,10333.25,262974703.0,15106.77,2017-12-15
2017-12-18,10263.1,10443.55,10074.8,10388.75,237506982.0,12921.61,2017-12-18
2017-12-19,10414.8,10472.2,10406.0,10463.2,174340665.0,10982.95,2017-12-19
2017-12-20,10494.4,10494.45,10437.15,10444.2,180597460.0,11303.0,2017-12-20
2017-12-21,10473.95,10473.95,10426.9,10440.3,156646972.0,9411.2,2017-12-21
2017-12-22,10457.3,10501.1,10448.25,10493.0,143119167.0,8755.32,2017-12-22
2017-12-26,10512.3,10545.45,10477.95,10531.5,160417384.0,9043.77,2017-12-26
2017-12-29,10492.35,10538.7,10488.65,10530.7,156736221.0,8943.1,2017-12-29
2018-01-01,10531.7,10537.85,10423.1,10435.55,134532090.0,7546.56,2018-01-01
2018-01-02,10477.55,10495.2,10404.65,10442.2,158092430.0,8665.47,2018-01-02
2018-01-03,10482.65,10503.6,10429.55,10443.2,172516859.0,9541.6,2018-01-03
2018-01-04,10469.4,10513.0,10441.45,10504.8,180257392.0,9561.95,2018-01-04
2018-01-05,10534.25,10566.1,10520.1,10558.85,186469717.0,10306.22,2018-01-05
2018-01-08,10591.7,10631.2,10588.55,10623.6,,,2018-01-08
2018-01-09,10645.1,10659.15,10603.6,10637.0,,,2018-01-09
2018-01-10,10652.05,10655.5,10592.7,10632.2,181900014.0,9720.65,2018-01-10
2018-01-11,10637.05,10664.6,10612.35,10651.2,158630055.0,9635.01,2018-01-11
2018-01-12,10682.55,10690.4,10597.1,10681.25,180592153.0,11005.12,2018-01-12
2018-01-15,10718.5,10782.65,10713.8,10741.55,181262074.0,11333.11,2018-01-15
2018-01-16,10761.5,10762.35,10687.85,10700.45,217468081.0,12709.44,2018-01-16
2018-01-17,10702.45,10803.0,10666.75,10788.55,260488465.0,14334.26,2018-01-17
2018-01-19,10829.2,10906.85,10793.9,10894.7,214011963.0,11792.26,2018-01-19
2018-01-23,10997.4,11092.9,10994.55,11083.7,293445774.0,16423.91,2018-01-23
2018-01-24,11069.35,11110.1,11046.15,11086.0,292197072.0,16915.14,2018-01-24
2018-01-25,11095.6,11095.6,11009.2,11069.65,340469462.0,19939.54,2018-01-25
2018-01-29,11079.35,11171.55,11075.95,11130.4,249220726.0,16118.36,2018-01-29
2018-01-31,11018.8,11058.5,10979.3,11027.7,253462573.0,14459.69,2018-01-31
2018-02-02,10938.2,10954.95,10736.1,10760.6,291431992.0,16542.51,2018-02-02
2018-02-05,10604.3,10702.75,10586.8,10666.55,247479157.0,13980.63,2018-02-05
2018-02-06,10295.15,10594.15,10276.3,10498.25,274656443.0,15606.34,2018-02-06
2018-02-07,10607.2,10614.0,10446.4,10476.7,258095424.0,13971.66,2018-02-07
2018-02-08,10518.5,10637.8,10479.55,10576.85,239407938.0,12569.23,2018-02-08
2018-02-09,10416.5,10480.2,10398.2,10454.95,197502912.0,10602.15,2018-02-09
2018-02-12,10518.2,10555.5,10485.4,10539.75,224114801.0,11133.78,2018-02-12
2018-02-14,10585.75,10590.55,10456.65,10500.9,236329440.0,12188.94,2018-02-14
2018-02-15,10537.9,10618.1,10511.05,10545.5,217090245.0,11035.38,2018-02-15
2018-02-16,10596.2,10612.9,10434.05,10452.3,190043189.0,10026.71,2018-02-16
